Collection,Dataset,Clustering Method,Label,Embedding,Original Dimensions,Embedding Dimensions,CF,NCA Score,R,AR,FM,MI,NMI,AMI,A
fcps,atom,latentdirichletallocation,0,TFIDF,800 x 3,800 x 500,"cf: [[ 70 330]
 [214 186]] ",nca: 0.3599999999999999 ,r: 0.5642553191489361 ,ar: 0.1286011085799103 ,fm: 0.5818335162526057 ,mi: 0.07327620157805953 ,nmi: 0.10907165376769255 ,ami: 0.10824028718868761 ,a: 0.32 
fcps,atom,spectralcoclustering,0,TFIDF,800 x 3,800 x 500,"cf: [[362  38]
 [204 196]] ",nca: 0.395 ,r: 0.5774843554443054 ,ar: 0.15514972348229733 ,fm: 0.6125105434479735 ,mi: 0.10092348236898128 ,nmi: 0.15556340319040185 ,ami: 0.1547471500786768 ,a: 0.6975 
fcps,atom,bayesiangaussianmixture,0,TFIDF,800 x 3,800 x 500,"cf: [[ 64 336]
 [229 171]] ",nca: 0.4125000000000001 ,r: 0.5845588235294118 ,ar: 0.1691908437815597 ,fm: 0.5988003205259819 ,mi: 0.09579595655469664 ,nmi: 0.1419118580504762 ,ami: 0.14111499046735476 ,a: 0.29375 
fcps,atom,genie,0,CountVectorizer,800 x 3,800 x 500,"cf: [[ 85 315]
 [300 100]] ",nca: 0.5375000000000001 ,r: 0.6440081351689612 ,ar: 0.28801640974551856 ,fm: 0.6438132613862871 ,mi: 0.15265121734855006 ,nmi: 0.2203409368289272 ,ami: 0.21963561184146582 ,a: 0.23125 
fcps,atom,kmeans,0,CountVectorizer,800 x 3,800 x 500,"cf: [[268 132]
 [181 219]] ",nca: 0.21750000000000003 ,r: 0.5230569461827284 ,ar: 0.04613033553465211 ,fm: 0.5260391440817249 ,mi: 0.024221924328004518 ,nmi: 0.03513549456679937 ,ami: 0.034258270688388805 ,a: 0.60875 
fcps,atom,agglomerative,0,CountVectorizer,800 x 3,800 x 500,"cf: [[313  87]
 [190 210]] ",nca: 0.3075000000000001 ,r: 0.5467115143929913 ,ar: 0.09349693053778137 ,fm: 0.5610330648057946 ,mi: 0.05180650473320347 ,nmi: 0.07659351487129132 ,ami: 0.07573770764757715 ,a: 0.65375 
fcps,atom,spectral,0,CountVectorizer,800 x 3,800 x 500,"cf: [[287 113]
 [184 216]] ",nca: 0.25750000000000006 ,r: 0.5325688360450563 ,ar: 0.06517311608961303 ,fm: 0.5393245625020838 ,mi: 0.03468889632719399 ,nmi: 0.05062382081425698 ,ami: 0.04975539889920589 ,a: 0.62875 
fcps,atom,gaussianmixture,0,CountVectorizer,800 x 3,800 x 500,"cf: [[ 55 345]
 [213 187]] ",nca: 0.395 ,r: 0.5774843554443054 ,ar: 0.1550826898434537 ,fm: 0.599655970475869 ,mi: 0.09194698631601492 ,nmi: 0.13818195261451213 ,ami: 0.1373699313015165 ,a: 0.3025 
fcps,atom,hdbscan,0,CountVectorizer,800 x 3,800 x 500,"cf: [[  6   0   5 ...   5   2 117]
 [  0   6   1 ...   0   0 111]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.504586983729662 ,ar: 0.008145043846638516 ,fm: 0.21655556470748907 ,mi: 0.46019207549221347 ,nmi: 0.19948692924639802 ,ami: 0.16720267702393793 ,a: 0.015 
fcps,atom,kmodes,0,CountVectorizer,800 x 3,800 x 500,"cf: [[399   1]
 [400   0]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.49875 
fcps,atom,birch,0,CountVectorizer,800 x 3,800 x 500,"cf: [[375  25]
 [213 187]] ",nca: 0.405 ,r: 0.5814893617021276 ,ar: 0.16320905027668406 ,fm: 0.6258555239792165 ,mi: 0.11580963357702624 ,nmi: 0.18218095899869277 ,ami: 0.181374003601774 ,a: 0.7025 
fcps,atom,minibatchkmeans,0,CountVectorizer,800 x 3,800 x 500,"cf: [[248 152]
 [219 181]] ",nca: 0.07250000000000001 ,r: 0.5020056320400501 ,ar: 0.004044719950283077 ,fm: 0.5083454308770837 ,mi: 0.002706714574463198 ,nmi: 0.003945073292953362 ,ami: 0.003035119386075854 ,a: 0.53625 
fcps,atom,kmedoids,0,CountVectorizer,800 x 3,800 x 500,"cf: [[314  86]
 [180 220]] ",nca: 0.33499999999999996 ,r: 0.5555569461827284 ,ar: 0.11117401054544815 ,fm: 0.5671923512973384 ,mi: 0.060952145213055364 ,nmi: 0.08973963699680217 ,ami: 0.08889955662242877 ,a: 0.6675 
fcps,atom,latentdirichletallocation,0,CountVectorizer,800 x 3,800 x 500,"cf: [[119 281]
 [235 165]] ",nca: 0.29000000000000004 ,r: 0.541476846057572 ,ar: 0.08296745332760619 ,fm: 0.5439374007367623 ,mi: 0.04327667672272348 ,nmi: 0.06273495007892692 ,ami: 0.06188337586602326 ,a: 0.355 
fcps,atom,spectralcoclustering,0,CountVectorizer,800 x 3,800 x 500,"cf: [[321  79]
 [180 220]] ",nca: 0.35250000000000004 ,r: 0.5615801001251565 ,ar: 0.12322887642725223 ,fm: 0.574900591138561 ,mi: 0.06839341698501386 ,nmi: 0.10101913509567337 ,ami: 0.10018677446373844 ,a: 0.67625 
fcps,atom,bayesiangaussianmixture,0,CountVectorizer,800 x 3,800 x 500,"cf: [[ 47 353]
 [201 199]] ",nca: 0.3849999999999998 ,r: 0.5735794743429287 ,ar: 0.14731190872228134 ,fm: 0.6032383117735438 ,mi: 0.09157625233994787 ,nmi: 0.1395715796979762 ,ami: 0.13874929218660428 ,a: 0.3075 
fcps,atom,genie,0,CharTFIDF,800 x 3,800 x 500,"cf: [[231 169]
 [400   0]] ",nca: 0.4224999999999999 ,r: 0.5887390488110138 ,ar: 0.17782042077480448 ,fm: 0.6539436987456426 ,mi: 0.17506506894772256 ,nmi: 0.2896617175264994 ,ami: 0.28892406590641484 ,a: 0.28875 
fcps,atom,kmeans,0,CharTFIDF,800 x 3,800 x 500,"cf: [[202 198]
 [400   0]] ",nca: 0.4950000000000001 ,r: 0.6220400500625782 ,ar: 0.24432041627298243 ,fm: 0.6687688988021155 ,mi: 0.21302332011285222 ,nmi: 0.3400975074494813 ,ami: 0.3394365690206801 ,a: 0.2525 
fcps,atom,agglomerative,0,CharTFIDF,800 x 3,800 x 500,"cf: [[237 163]
 [400   0]] ",nca: 0.4075 ,r: 0.5825062578222778 ,ar: 0.16537837454636672 ,fm: 0.6518731940848265 ,mi: 0.16758943267588328 ,nmi: 0.27961759941755115 ,ami: 0.27886316086801954 ,a: 0.29625 
fcps,atom,spectral,0,CharTFIDF,800 x 3,800 x 500,"cf: [[231 169]
 [400   0]] ",nca: 0.4224999999999999 ,r: 0.5887390488110138 ,ar: 0.17782042077480448 ,fm: 0.6539436987456426 ,mi: 0.17506506894772256 ,nmi: 0.2896617175264994 ,ami: 0.28892406590641484 ,a: 0.28875 
fcps,atom,gaussianmixture,0,CharTFIDF,800 x 3,800 x 500,"cf: [[237 163]
 [400   0]] ",nca: 0.4075 ,r: 0.5825062578222778 ,ar: 0.16537837454636672 ,fm: 0.6518731940848265 ,mi: 0.16758943267588328 ,nmi: 0.27961759941755115 ,ami: 0.27886316086801954 ,a: 0.29625 
fcps,atom,hdbscan,0,CharTFIDF,800 x 3,800 x 500,"cf: [[  3   3   4 ...   0   0 117]
 [  0   0   0 ...   3   7  85]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.505941802252816 ,ar: 0.010815328569669715 ,fm: 0.19962661768048023 ,mi: 0.4434968718261033 ,nmi: 0.18692793441292296 ,ami: 0.1542828451982432 ,a: 0.00375 
fcps,atom,kmodes,0,CharTFIDF,800 x 3,800 x 500,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,atom,birch,0,CharTFIDF,800 x 3,800 x 500,"cf: [[314  86]
 [  0 400]] ",nca: 0.7850000000000001 ,r: 0.8078723404255319 ,ar: 0.6157663360916218 ,fm: 0.8121961847719766 ,mi: 0.4096000494416381 ,nmi: 0.6010270323595178 ,ami: 0.60066006698085 ,a: 0.8925 
fcps,atom,minibatchkmeans,0,CharTFIDF,800 x 3,800 x 500,"cf: [[198 202]
 [  0 400]] ",nca: 0.4950000000000001 ,r: 0.6220400500625782 ,ar: 0.24432041627298243 ,fm: 0.6687688988021155 ,mi: 0.21302332011285222 ,nmi: 0.3400975074494813 ,ami: 0.3394365690206801 ,a: 0.7475 
fcps,atom,kmedoids,0,CharTFIDF,800 x 3,800 x 500,"cf: [[212 188]
 [400   0]] ",nca: 0.47 ,r: 0.6099624530663329 ,ar: 0.22019817836052447 ,fm: 0.6627411631657562 ,mi: 0.19957462078008942 ,nmi: 0.32231177422059315 ,ami: 0.32162507932965756 ,a: 0.265 
fcps,atom,latentdirichletallocation,0,CharTFIDF,800 x 3,800 x 500,"cf: [[359  41]
 [ 47 353]] ",nca: 0.7799999999999998 ,r: 0.8039549436795995 ,ar: 0.6079093837348228 ,fm: 0.8037314138488492 ,mi: 0.3468068212078275 ,nmi: 0.5003770890252766 ,ami: 0.49992529520352064 ,a: 0.89 
fcps,atom,spectralcoclustering,0,CharTFIDF,800 x 3,800 x 500,"cf: [[368  32]
 [ 62 338]] ",nca: 0.7650000000000001 ,r: 0.7923529411764706 ,ar: 0.5847081591686776 ,fm: 0.7926804215080512 ,mi: 0.3353048841349239 ,nmi: 0.48472702685110935 ,ami: 0.4842601637129382 ,a: 0.8825 
fcps,atom,bayesiangaussianmixture,0,CharTFIDF,800 x 3,800 x 500,"cf: [[231 169]
 [400   0]] ",nca: 0.4224999999999999 ,r: 0.5887390488110138 ,ar: 0.17782042077480448 ,fm: 0.6539436987456426 ,mi: 0.17506506894772256 ,nmi: 0.2896617175264994 ,ami: 0.28892406590641484 ,a: 0.28875 
fcps,atom,genie,0,Hashing,800 x 3,800 x 500,"cf: [[319  81]
 [322  78]] ",nca: 0.007500000000000062 ,r: 0.49940237797246556 ,ar: -0.0007415799521835623 ,fm: 0.5828852140875055 ,mi: 4.415484088821087e-05 ,nmi: 7.409699953612743e-05 ,ami: -0.000979240324068089 ,a: 0.49625 
fcps,atom,kmeans,0,Hashing,800 x 3,800 x 500,"cf: [[210 190]
 [179 221]] ",nca: 0.07750000000000012 ,r: 0.5023811013767209 ,ar: 0.004761586966227891 ,fm: 0.5019463533786517 ,mi: 0.0030084250806347024 ,nmi: 0.004341424258862392 ,ami: 0.003440906502641137 ,a: 0.53875 
fcps,atom,agglomerative,0,Hashing,800 x 3,800 x 500,"cf: [[248 152]
 [274 126]] ",nca: 0.06499999999999995 ,r: 0.5014893617021277 ,ar: 0.0030933737329680334 ,fm: 0.5236218882541913 ,mi: 0.0023317295137357807 ,nmi: 0.0034827079488441506 ,ami: 0.0025495874726615335 ,a: 0.4675 
fcps,atom,spectral,0,Hashing,800 x 3,800 x 500,"cf: [[174 226]
 [162 238]] ",nca: 0.030000000000000027 ,r: 0.4998247809762203 ,ar: -0.00031991454910719653 ,fm: 0.5055834868795784 ,mi: 0.00046190125957357164 ,nmi: 0.0006726198961655272 ,ami: -0.00023949310337409508 ,a: 0.515 
fcps,atom,gaussianmixture,0,Hashing,800 x 3,800 x 500,"cf: [[190 210]
 [166 234]] ",nca: 0.06000000000000005 ,r: 0.5011764705882353 ,ar: 0.002366505470280463 ,fm: 0.5035715046289841 ,mi: 0.0018232094584682557 ,nmi: 0.002641888211913044 ,ami: 0.0017360888764103653 ,a: 0.53 
fcps,atom,hdbscan,0,Hashing,800 x 3,800 x 500,"cf: [[ 4  5  1 ...  2  0 59]
 [ 2  6  6 ...  1  3 73]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]] ",nca: nan ,r: 0.5005037546933667 ,ar: -0.00016157645804502915 ,fm: 0.12810763668227446 ,mi: 0.07204300642336277 ,nmi: 0.028480575585937137 ,ami: -0.007045985814750146 ,a: 0.0125 
fcps,atom,kmodes,0,Hashing,800 x 3,800 x 500,"cf: [[400   0]
 [399   1]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.50125 
fcps,atom,birch,0,Hashing,800 x 3,800 x 500,"cf: [[217 183]
 [208 192]] ",nca: 0.022499999999999964 ,r: 0.4996276595744681 ,ar: -0.0007413497545144379 ,fm: 0.499980631067705 ,mi: 0.00025413951455383055 ,nmi: 0.0003671634445678846 ,ami: -0.0005379863891439516 ,a: 0.51125 
fcps,atom,minibatchkmeans,0,Hashing,800 x 3,800 x 500,"cf: [[191 209]
 [172 228]] ",nca: 0.047499999999999876 ,r: 0.5005037546933667 ,ar: 0.0010166557659637876 ,fm: 0.502018184838829 ,mi: 0.0011383077301503897 ,nmi: 0.0016473218514441426 ,ami: 0.0007417950733226633 ,a: 0.52375 
fcps,atom,kmedoids,0,Hashing,800 x 3,800 x 500,"cf: [[200 200]
 [219 181]] ",nca: 0.047499999999999876 ,r: 0.5005037546933667 ,ar: 0.0010087690776500859 ,fm: 0.5004431142834531 ,mi: 0.0011311064818128602 ,nmi: 0.0016331712382882033 ,ami: 0.0007297109932171683 ,a: 0.47625 
fcps,atom,latentdirichletallocation,0,Hashing,800 x 3,800 x 500,"cf: [[219 181]
 [204 196]] ",nca: 0.03750000000000009 ,r: 0.5000782227784731 ,ar: 0.00015902189753615447 ,fm: 0.5002806093098767 ,mi: 0.0007056256072620615 ,nmi: 0.0010192186303483513 ,ami: 0.00011485699572483399 ,a: 0.51875 
fcps,atom,spectralcoclustering,0,Hashing,800 x 3,800 x 500,"cf: [[175 225]
 [192 208]] ",nca: 0.04249999999999998 ,r: 0.5002784730913642 ,ar: 0.0005639049648143273 ,fm: 0.5013563630925442 ,mi: 0.0009095974083352387 ,nmi: 0.0013155046914982776 ,ami: 0.00041025614381288045 ,a: 0.47875 
fcps,atom,bayesiangaussianmixture,0,Hashing,800 x 3,800 x 500,"cf: [[222 178]
 [218 182]] ",nca: 0.010000000000000009 ,r: 0.49942428035043807 ,ar: -0.001140461898973697 ,fm: 0.5013029932165943 ,mi: 5.0505935149935954e-05 ,nmi: 7.31288601481821e-05 ,ami: -0.0008343049958930308 ,a: 0.505 
fcps,atom,genie,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[334  66]
 [334  66]] ",nca: 0.0 ,r: 0.49937421777221525 ,ar: -0.0006902132371902573 ,fm: 0.6010442710880552 ,mi: 0.0 ,nmi: 0.0 ,ami: -0.0011010467296469703 ,a: 0.5 
fcps,atom,kmeans,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[120 280]
 [327  73]] ",nca: 0.5175000000000001 ,r: 0.633444931163955 ,ar: 0.2669013973591262 ,fm: 0.6355230387492526 ,mi: 0.14321430208338373 ,nmi: 0.2076509647330283 ,ami: 0.20693090378443432 ,a: 0.24125 
fcps,atom,agglomerative,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[231 169]
 [ 73 327]] ",nca: 0.395 ,r: 0.5774843554443054 ,ar: 0.15502837765093647 ,fm: 0.5890583463543742 ,mi: 0.0859394407558356 ,nmi: 0.12664120952240268 ,ami: 0.12583446060108755 ,a: 0.6975 
fcps,atom,spectral,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[161 239]
 [334  66]] ",nca: 0.4325000000000001 ,r: 0.5930193992490613 ,ar: 0.18609505397977627 ,fm: 0.6039422645123943 ,mi: 0.10373219551660631 ,nmi: 0.15279227148205016 ,ami: 0.15201003287205264 ,a: 0.28375 
fcps,atom,gaussianmixture,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[176 224]
 [336  64]] ",nca: 0.3999999999999999 ,r: 0.5794743429286608 ,ar: 0.15902999003606663 ,fm: 0.5952940509815047 ,mi: 0.0906183549668437 ,nmi: 0.13459183880031772 ,ami: 0.13378605951438963 ,a: 0.3 
fcps,atom,hdbscan,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[10  0  1 ...  0  0 81]
 [ 0  3  6 ...  2  4 88]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]] ",nca: nan ,r: 0.50590112640801 ,ar: 0.010691203750371423 ,fm: 0.17679106951465606 ,mi: 0.42500417764056253 ,nmi: 0.176689265774139 ,ami: 0.14568563933412104 ,a: 0.01625 
fcps,atom,kmodes,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[399   1]
 [400   0]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.49875 
fcps,atom,birch,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[359  41]
 [ 87 313]] ",nca: 0.6799999999999999 ,r: 0.7308635794743429 ,ar: 0.46173523628007546 ,fm: 0.732316792125513 ,mi: 0.2593864772022956 ,nmi: 0.37601310753813966 ,ami: 0.37544616956594584 ,a: 0.84 
fcps,atom,minibatchkmeans,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[286 114]
 [ 73 327]] ",nca: 0.5325 ,r: 0.6413297872340425 ,ar: 0.2826678950130677 ,fm: 0.6427704669981357 ,mi: 0.15149626625911236 ,nmi: 0.2193957365076924 ,ami: 0.2186872066392394 ,a: 0.76625 
fcps,atom,kmedoids,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[109 291]
 [331  69]] ",nca: 0.5550000000000002 ,r: 0.6535794743429286 ,ar: 0.3071665455320109 ,fm: 0.6548834570373283 ,mi: 0.1653599178267305 ,nmi: 0.23942893580659091 ,ami: 0.23873871739813107 ,a: 0.2225 
fcps,atom,latentdirichletallocation,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[ 81 319]
 [382  18]] ",nca: 0.7525 ,r: 0.7828566958698373 ,ar: 0.5657262110954586 ,fm: 0.7853140025632789 ,mi: 0.33700734790494885 ,nmi: 0.4906065989701896 ,ami: 0.4901417984598901 ,a: 0.12375 
fcps,atom,spectralcoclustering,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[303  97]
 [  8 392]] ",nca: 0.7374999999999998 ,r: 0.7716677096370463 ,ar: 0.543363032749198 ,fm: 0.7771452755229484 ,mi: 0.34219383740308645 ,nmi: 0.502733537110268 ,ami: 0.5022755988702604 ,a: 0.86875 
fcps,atom,bayesiangaussianmixture,0,SentenceTransformer,800 x 3,800 x 384,"cf: [[178 222]
 [337  63]] ",nca: 0.39749999999999996 ,r: 0.5784762202753442 ,ar: 0.15703843332330278 ,fm: 0.5952098745746033 ,mi: 0.08993707531076994 ,nmi: 0.1337973830779519 ,ami: 0.13298953986556877 ,a: 0.30125 
fcps,atom,genie,0,DistilBERT,800 x 3,800 x 768,"cf: [[365  35]
 [ 64 336]] ",nca: 0.7525 ,r: 0.7828566958698373 ,ar: 0.5657155720019106 ,fm: 0.7831586121153296 ,mi: 0.32232418036609134 ,nmi: 0.46589952029467235 ,ami: 0.46541566360534126 ,a: 0.87625 
fcps,atom,kmeans,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 39 361]
 [388  12]] ",nca: 0.8725 ,r: 0.8804787234042554 ,ar: 0.7609584371968929 ,fm: 0.8806039196074233 ,mi: 0.4637187737508781 ,nmi: 0.6701068128158806 ,ami: 0.6698080295750585 ,a: 0.06375 
fcps,atom,agglomerative,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 45 355]
 [390  10]] ",nca: 0.8624999999999998 ,r: 0.8717928660826032 ,ar: 0.7435877906089952 ,fm: 0.8721293351017964 ,mi: 0.4550054916979834 ,nmi: 0.6582542017873034 ,ami: 0.6579443331714684 ,a: 0.06875 
fcps,atom,spectral,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 46 354]
 [390  10]] ",nca: 0.8599999999999999 ,r: 0.8696370463078849 ,ar: 0.7392763306537866 ,fm: 0.8700086107981261 ,mi: 0.45221676150504747 ,nmi: 0.6543250510649675 ,ami: 0.6540115689536352 ,a: 0.07 
fcps,atom,gaussianmixture,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 45 355]
 [390  10]] ",nca: 0.8624999999999998 ,r: 0.8717928660826032 ,ar: 0.7435877906089952 ,fm: 0.8721293351017964 ,mi: 0.4550054916979834 ,nmi: 0.6582542017873034 ,ami: 0.6579443331714684 ,a: 0.06875 
fcps,atom,hdbscan,0,DistilBERT,800 x 3,800 x 768,"cf: [[  2   4   5 ...   6   3 101]
 [  2   0   0 ...   0   0  77]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]] ",nca: nan ,r: 0.5056226533166458 ,ar: 0.010141586771354348 ,fm: 0.1803874353454626 ,mi: 0.46401772567690225 ,nmi: 0.19050644667163144 ,ami: 0.15859252910445443 ,a: 0.0025 
fcps,atom,kmodes,0,DistilBERT,800 x 3,800 x 768,"cf: [[399   1]
 [400   0]] ",nca: 0.0024999999999999467 ,r: 0.4993773466833542 ,ar: 0.0 ,fm: 0.7057802648330319 ,mi: 0.0008672162036881485 ,nmi: 0.0024680570151263234 ,ami: 1.6610608852869483e-16 ,a: 0.49875 
fcps,atom,birch,0,DistilBERT,800 x 3,800 x 768,"cf: [[363  37]
 [ 62 338]] ",nca: 0.7525 ,r: 0.7828566958698373 ,ar: 0.5657148373138055 ,fm: 0.7830109534086344 ,mi: 0.3214082800852601 ,nmi: 0.46434877093364163 ,ami: 0.46386374823011817 ,a: 0.87625 
fcps,atom,minibatchkmeans,0,DistilBERT,800 x 3,800 x 768,"cf: [[363  37]
 [ 12 388]] ",nca: 0.8775 ,r: 0.8848591989987484 ,ar: 0.7697191645169343 ,fm: 0.884941891414758 ,mi: 0.46967966386679777 ,nmi: 0.6785611577623927 ,ami: 0.6782701005822358 ,a: 0.93875 
fcps,atom,kmedoids,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 35 365]
 [383  17]] ",nca: 0.8700000000000001 ,r: 0.8782978723404256 ,ar: 0.7565959810690956 ,fm: 0.8782693765500471 ,mi: 0.4558719713497219 ,nmi: 0.6581650950457819 ,ami: 0.6578557816368091 ,a: 0.065 
fcps,atom,latentdirichletallocation,0,DistilBERT,800 x 3,800 x 768,"cf: [[165 235]
 [184 216]] ",nca: 0.0475000000000001 ,r: 0.5005037546933667 ,ar: 0.0010262948825737032 ,fm: 0.5039365856512644 ,mi: 0.0011472349511338908 ,nmi: 0.0016648984333422338 ,ami: 0.0007568270406471659 ,a: 0.47625 
fcps,atom,spectralcoclustering,0,DistilBERT,800 x 3,800 x 768,"cf: [[226 174]
 [219 181]] ",nca: 0.01750000000000007 ,r: 0.4995275344180225 ,ar: -0.0009306243380773449 ,fm: 0.5020692805225132 ,mi: 0.00015509625999926557 ,nmi: 0.00022478487349118092 ,ami: -0.0006833949077135266 ,a: 0.50875 
fcps,atom,bayesiangaussianmixture,0,DistilBERT,800 x 3,800 x 768,"cf: [[ 47 353]
 [390  10]] ",nca: 0.8574999999999999 ,r: 0.8674874843554443 ,ar: 0.7349773951750157 ,fm: 0.8678959507207441 ,mi: 0.4494524373988111 ,nmi: 0.650432920467011 ,ami: 0.6501158558082033 ,a: 0.07125 
